country,country_code,year,health_exp,life_expect,maternal_mortality,infant_mortality,neonatal_mortality,under_5_mortality,prev_hiv,inci_tuberc,prev_undernourishment
United Arab Emirates,ARE,2019,4.38618946,79.726,9,5,3.3,6.3,0.1,0.98,3.3
Argentina,ARG,2019,10.04194355,77.284,33,9.2,6,10.3,0.4,29,3.5
Armenia,ARM,2019,11.38,75.439,25,10.6,6.2,11.9,0.3,26,2.5
American Samoa,ASM,2019,,,,,,,,2.3,
Antigua and Barbuda,ATG,2019,4.37567186,78.691,19,8.7,5.8,10.2,,0,
Australia,AUS,2019,10.21965981,82.9,5,3.2,2.4,3.8,0.1,6.8,2.5
Austria,AUT,2019,10.49,81.89512195,5,2.9,2.2,3.5,,6,2.5
Azerbaijan,AZE,2019,4.18,73.102,27,18.4,10.4,20.7,0.1,60,2.5
Burundi,BDI,2019,9.05010796,62.351,479,39.8,21.4,56.3,1,107,
Belgium,BEL,2019,10.79477787,81.99512195,5,3.3,2.3,3.9,0.2,9,2.5
Benin,BEN,2019,2.50914454,60.454,522,57.9,30.1,88.3,0.9,55,11.5
Burkina Faso,BFA,2019,5.31868935,60.039,283,53.8,26,87.3,0.7,47,14.4
Bangladesh,BGD,2019,2.25762248,72.806,157,26.7,19.7,32.2,0.1,221,11.9
Bulgaria,BGR,2019,7.09,75.11219512,7,5.6,3.2,6.7,0.1,23,3
Bahrain,BHR,2019,3.95980334,80.019,15,6,3,7,,14,
"Bahamas, The",BHS,2019,5.82275152,71.205,82,15.4,8.1,23.5,1.1,15,
Bosnia and Herzegovina,BIH,2019,8.93,77.241,5,5.5,4.5,6.3,,27,2.5
Belarus,BLR,2019,5.86,74.22682927,1,2.4,1.1,3.1,0.4,29,2.5
Belize,BLZ,2019,4.81374073,73.931,86,11.1,9.4,12.8,1.3,27,4.5
Bermuda,BMU,2019,,81.033,,,,,,3.6,
Bolivia,BOL,2019,6.88792992,67.841,176,21.8,14.2,26.8,0.3,106,14.5
Brazil,BRA,2019,9.61449146,75.338,61,13.2,8.9,14.8,0.5,46,2.5
Barbados,BRB,2019,6.20015001,77.257,47,11.1,7.9,12,1,0,2.9
Brunei Darussalam,BRN,2019,2.19410944,74.748,45,8.6,5.2,9.9,,63,
Bhutan,BTN,2019,3.60361075,71.391,62,22.1,14.4,26.3,0.2,164,
Botswana,BWA,2019,6.12193203,65.464,118,33.5,21.2,42.6,18.7,253,22.7
Central African Republic,CAF,2019,7.76124763,55.025,847,78.3,33.2,105.3,3.6,540,21.4
Canada,CAN,2019,11.00887775,82.22390244,11,4.5,3.4,5.1,0.2,5.8,2.5
Central Europe and the Baltics,CEB,2019,6.663953164,77.26553343,6,4.057092724,2.61173466,4.838898263,0.123976113,,2.550097679
Switzerland,CHE,2019,11.06363678,83.90487805,7,3.5,2.8,4,0.2,5.4,2.5
Channel Islands,CHI,2019,,81.39,,,,,,,
Chile,CHL,2019,9.36262131,80.326,15,6.2,4.7,7.1,0.5,17,2.7
China,CHN,2019,5.3502779,77.968,20,6,3.7,8,,58,2.5
Cote d'Ivoire,CIV,2019,3.21496511,59.319,483,56.7,30.3,76.1,2.2,137,9.5
Cameroon,CMR,2019,3.65157914,61.584,440,51.4,27.9,77.3,3,179,6.1
"Congo, Dem. Rep.",COD,2019,3.508039,60.276,541,65.4,27.3,83.8,0.7,320,33.8
"Congo, Rep.",COG,2019,2.54176092,62.747,292,35.9,19.4,52.4,3.9,373,29.1
Colombia,COL,2019,7.77954912,76.752,65,11.8,7.4,13.7,0.4,35,4.3
Comoros,COM,2019,5.18044472,64.068,237,41.7,27.4,53.2,0.1,35,13.4
Cabo Verde,CPV,2019,4.56319857,76.004,42,12.1,9.6,14.1,0.9,49,14
Costa Rica,CRI,2019,7.22124958,79.427,19,7.2,6.2,8.3,0.4,10,2.5
Caribbean small states,CSS,2019,5.745299254,72.35923071,90,17.67790618,12.62066053,20.96192292,1.351065439,,5.215518514
Cuba,CUB,2019,11.08496857,77.611,40,5.4,3.1,6.9,0.6,6.5,2.5
Curacao,CUW,2019,,,,,,,,4.3,
Cayman Islands,CYM,2019,,,,,,,,6.8,
Cyprus,CYP,2019,7.07,81.397,64,2.5,1.8,3.2,0.1,5.9,2.5
Czechia,CZE,2019,7.60336018,79.22926829,3,2.4,1.6,3,0.1,5,2.5
Germany,DEU,2019,11.71550655,81.29268293,4,3.2,2.3,3.7,0.1,6.1,2.5
Djibouti,DJI,2019,2.16640544,63.085,244,48.3,30.6,57.3,,210,11.9
Dominica,DMA,2019,5.16903925,73.559,,28.9,24.5,30.3,,16,11.9
Denmark,DNK,2019,10.15,81.45121951,5,3.3,2.5,3.8,0.1,5.1,2.5
Dominican Republic,DOM,2019,4.23948717,73.577,103,28.4,23.9,34.4,1,42,6.3
Algeria,DZA,2019,5.86751413,76.474,77,20.1,16,23.5,0.1,61,2.5
East Asia & Pacific (excluding high income),EAP,2019,5.067152778,75.99267309,65,12.51105451,7.75562466,15.64204937,,142,3.631607327
Early-demographic dividend,EAR,2019,4.649505851,70.98565035,131,28.55342748,20.0626344,34.51889966,0.748535508,,10.59584291
East Asia & Pacific,EAS,2019,6.72978911,76.78731014,68,11.9,7.4,14.9,,131,3.547160773
Europe & Central Asia (excluding high income),ECA,2019,5.008762087,74.31320903,19,12.75239646,7.728254398,14.56596868,,47,3.159111223
Europe & Central Asia,ECS,2019,9.346701767,78.16880061,12,7.1,4.5,8.3,,27,2.682488824
Ecuador,ECU,2019,7.77070522,77.297,74,11.6,6.8,13.5,0.4,46,12.6
"Egypt, Arab Rep.",EGY,2019,4.5994668,71.358,18,17.2,10.6,20.1,0.1,12,6.7
Euro area,EMU,2019,10.23395045,82.28309581,6,3.08651587,2.216468415,3.695019336,0.244439435,,2.504722832
Eritrea,ERI,2019,4.58734369,67.3,332,30.5,18,40.6,0.5,86,
Spain,ESP,2019,9.1456852,83.83170732,3,2.7,1.8,3.2,0.3,9.9,2.5
Estonia,EST,2019,6.81699181,78.64634146,5,1.8,1,2.3,0.8,13,2.5
Ethiopia,ETH,2019,3.23382378,65.838,294,37.3,29.6,52.1,0.9,140,20.9
European Union,EUU,2019,9.938873467,81.31559721,6,3.282437675,2.289644145,3.921291798,0.214479278,,2.511455595
Fragile and conflict affected situations,FCS,2019,4.376832994,62.2300397,565,53.70611431,29.28771897,79.32200611,1.49061474,,19.47884287
Finland,FIN,2019,9.17,81.98292683,9,1.9,1.4,2.3,,4.7,2.5
Fiji,FJI,2019,4.25136137,67.893,38,21.6,12.2,25.5,0.2,66,5.5
France,FRA,2019,11.0888586,82.82682927,8,3.3,2.5,4.2,0.4,9,2.5
Faroe Islands,FRO,2019,,82.64634146,,,,,,,
"Micronesia, Fed. Sts.",FSM,2019,11.2604599,71.077,65,22.5,14,26.7,,103,
Gabon,GAB,2019,2.76836324,66.603,225,31.2,19.9,43.3,3.2,521,18.8
United Kingdom,GBR,2019,9.95761967,81.40487805,9,3.8,2.8,4.3,,8.1,2.5
Georgia,GEO,2019,6.66,73.47,26,8.6,5.4,9.7,0.3,74,5.4
Ghana,GHA,2019,4.29847813,64.74,244,34.4,22.9,47.1,1.7,144,6.9
Gibraltar,GIB,2019,,82.363,,,,,,,
Guinea,GIN,2019,4.08876228,59.72,556,66.6,32.2,103.7,1.5,176,11.7
"Gambia, The",GMB,2019,3.158566,63.755,474,35.4,26.3,50.7,1.6,158,15.9
Guinea-Bissau,GNB,2019,7.16052532,60.882,710,53.1,35.9,79.8,2.8,361,30.7
Equatorial Guinea,GNQ,2019,3.16833544,61.644,216,60.1,29.7,81.4,6.8,286,
Greece,GRC,2019,8.19811249,81.63902439,6,3.5,2.5,4.1,0.2,4.7,2.5
Grenada,GRD,2019,4.93189621,74.863,20,14.1,10,15.7,,3.1,
Greenland,GRL,2019,,71.94439024,,,,,,129,
Guatemala,GTM,2019,6.17457819,73.129,100,20.8,11.4,24.6,0.2,26,14.1
Guam,GUM,2019,,77.717,,,,,,56,
Guyana,GUY,2019,4.90331507,69.124,110,24.4,17.7,29.2,1.5,77,2.8
High income,HIC,2019,12.26656722,80.1395351,11,4.3,2.9,5.1,,15,2.631190472
"Hong Kong SAR, China",HKG,2019,,85.15585366,,,,,,62,2.5
Honduras,HND,2019,7.30497599,72.881,67,15.2,10.1,17.7,0.2,31,14
Heavily indebted poor countries (HIPC),HPC,2019,4.756396196,63.31810646,396,47.95376556,27.25543017,68.71746307,2.362349028,,22.53958486
Croatia,HRV,2019,6.8,78.42439024,5,4,2.9,4.7,0.1,8.6,2.5
Haiti,HTI,2019,3.91107917,64.255,349,47.8,25.4,62.2,1.7,170,43.6
Hungary,HUN,2019,6.28,76.3195122,14,3.4,2.2,4.1,,6.2,2.5
IBRD only,IBD,2019,5.467585092,74.12058147,77,18.90585211,12.7316258,22.61720785,,,6.395431198
IDA & IBRD total,IBT,2019,5.340873941,71.48136415,234,31.73300958,19.54406999,42.55528336,0.994784398,,9.386616469
IDA total,IDA,2019,3.731301428,64.16986282,443,48.9495961,28.68771972,69.31613066,1.692548537,,17.82313268
IDA blend,IDB,2019,3.296388459,61.31925857,616,58.38301056,34.42375344,83.53587203,,,14.2098701
Indonesia,IDN,2019,2.87862897,70.518,158,20,12,23.6,0.4,312,6.2
IDA only,IDX,2019,4.085784639,65.60537274,355,44.10459514,25.74169324,62.01287256,1.678820212,,19.69230787
Isle of Man,IMN,2019,,80.737,,,,,,,
India,IND,2019,2.95,70.91,116,29.7,21.4,34.3,0.2,202,11.6
Not classified,INX,2019,,,,,,,,,
Ireland,IRL,2019,6.7090106,82.70243902,6,2.9,2.2,3.3,0.2,5.8,2.5
"Iran, Islamic Rep.",IRN,2019,6.27398872,76.103,21,11.5,8.5,13.4,0.1,13,7.3
Iraq,IRQ,2019,4.25509405,71.576,73,21.8,14.8,25.9,0.1,28,16.1
Iceland,ISL,2019,8.58,83.16341463,3,2.1,1.4,2.7,0.1,4.1,2.5
Israel,ISR,2019,7.17,82.80487805,3,2.9,1.9,3.6,,2.9,2.5
Italy,ITA,2019,8.66,83.49756098,5,2.6,1.8,3,0.2,6.1,2.5
Jamaica,JAM,2019,6.09761,71.767,93,16.1,14.1,18.8,1.3,3.2,6.7
Jordan,JOR,2019,6.99518251,76.044,41,13.4,9.1,15.5,0.1,5.5,13.1
Japan,JPN,2019,10.97,84.35634146,4,1.8,0.9,2.5,,13,2.8
Kazakhstan,KAZ,2019,2.79,73.18,14,9.1,4.7,10.2,,68,2.5
Kenya,KEN,2019,4.36874676,62.943,503,32.2,21.3,43.4,4.2,267,23.4
Kyrgyz Republic,KGZ,2019,4.49,71.6,47,16.3,12.4,18.3,0.2,110,4.6
Cambodia,KHM,2019,6.84972715,70.692,214,22.7,13.6,26.5,0.6,287,4.6
Kiribati,KIR,2019,12.59,67.15,108,46.1,23.6,59.7,,414,3.5
St. Kitts and Nevis,KNA,2019,5.18704271,71.572,,14.5,11.2,16.8,,4.9,
"Korea, Rep.",KOR,2019,8.17479515,83.22682927,6,2.7,1.5,3.1,,58,2.5
Kuwait,KWT,2019,5.35958719,79.685,7,7.5,4.9,8.8,0.1,20,2.5
Latin America & Caribbean (excluding high income),LAC,2019,7.892856726,74.95686951,74,14.40807618,9.471286381,16.95311518,0.470921732,44,5.379222454
Lao PDR,LAO,2019,2.60312223,68.138,153,36,21.8,45,0.4,155,6.5
Lebanon,LBN,2019,8.6936779,79.236,20,12.6,8.7,14.7,0.1,15,7.1
Liberia,LBR,2019,8.42100334,61.104,668,59.3,31.5,80,1.1,308,36.5
Libya,LBY,2019,,72.463,72,9.8,6.1,11.5,0.2,59,9.9
St. Lucia,LCA,2019,4.19073772,73.445,72,16.2,11.6,17.6,,3.9,
Latin America & Caribbean,LCN,2019,7.979439753,75.03578862,78,14.6,9.6,17.1,0.4803018,43,6.122478344
Least developed countries: UN classification,LDC,2019,3.86338335,65.12657536,363,45.50074655,26.49162707,64.41613278,1.776219687,,20.7730422
Low income,LIC,2019,4.966088465,63.43461167,416,49.2,27.9,70.6,1.838224748,187,26.27454025
Liechtenstein,LIE,2019,,84.16097561,,,,,,,
Sri Lanka,LKA,2019,3.9,76.008,30,6.2,4.1,7.3,0.1,64,4
Lower middle income,LMC,2019,3.544416701,68.74045529,278,36.9,23.6,48.6,0.649632209,213,11.562575
Low & middle income,LMY,2019,5.257299688,71.36828759,238,32.22700182,19.84404842,43.24297894,1.011249364,157,9.569498036
Lesotho,LSO,2019,11.94662285,54.173,629,60.7,37.2,78.1,21.7,654,
Late-demographic dividend,LTE,2019,5.780901342,76.99084329,30,8.223295138,5.273688698,10.17783389,,,2.90845713
Lithuania,LTU,2019,6.99,76.28292683,7,3,2,3.7,0.2,41,2.5
Luxembourg,LUX,2019,5.47,82.63902439,6,2.3,1.7,2.7,0.2,8.9,2.5
Latvia,LVA,2019,6.61,75.38780488,22,3.4,2.1,4,0.7,24,2.5
"Macao SAR, China",MAC,2019,,84.978,,,,,,62,7.2
St. Martin (French part),MAF,2019,,79.983,,,,,,,
Morocco,MAR,2019,4.99129868,74.27,76,16.7,11.9,19.4,0.1,97,4.1
Monaco,MCO,2019,3.87725186,,,2.5,1.7,3.1,,0,
Moldova,MDA,2019,6.5,70.935,12,12.7,10.9,14.7,0.8,80,2.5
Madagascar,MDG,2019,3.10129309,65.882,398,45.3,24.1,66.1,0.3,233,36
Maldives,MDV,2019,7.66,80.116,50,6,4.7,7,0.1,36,
Middle East & North Africa,MEA,2019,5.363498285,73.84500523,56,17.7,11.8,21.2,0.101652625,29,10.05831461
Mexico,MEX,2019,5.44796371,74.202,58,12.2,8.6,14.2,0.4,23,3.5
Marshall Islands,MHL,2019,14.82552052,64.746,,26.3,14.6,31.7,,645,
Middle income,MIC,2019,5.260874987,72.28730078,197,28.36655993,18.01674303,37.02750751,0.894021246,154,7.782790163
North Macedonia,MKD,2019,7.07,76.60243902,3,6.2,4.4,7,0.1,12,3.1
Mali,MLI,2019,3.82943797,59.664,428,64.2,34.6,102.7,1,52,4.7
Malta,MLT,2019,9.15,82.85853659,4,5.3,4.1,6.1,0.2,22,2.5
Myanmar,MMR,2019,4.71,66.61,213,35.6,22.6,44.5,0.9,322,3.4
Middle East & North Africa (excluding high income),MNA,2019,5.447278269,73.07224246,58,19.17129378,12.89625201,23.05700819,0.101795342,31,10.94822199
Montenegro,MNE,2019,8.33,76.68292683,6,2.7,1.3,3.2,0.1,15,2.5
Mongolia,MNG,2019,4.49497843,71.822,40,13.4,8.3,15.6,0.1,428,5.1
Northern Mariana Islands,MNP,2019,,,,,,,,122,
Mozambique,MOZ,2019,7.95272589,61.166,150,52.6,27.3,72,12.2,361,30.9
Mauritania,MRT,2019,3.30148649,65.687,431,33.9,23.7,43.2,0.3,89,7
Mauritius,MUS,2019,6.02485895,74.23585366,49,14,10,15.8,,12,7.2
Malawi,MWI,2019,7.15010023,64.119,370,32.9,20.1,45.4,8.3,146,18.5
Malaysia,MYS,2019,3.83991051,75.76,22,6.9,4.3,8,0.4,92,2.5
North America,NAC,2019,16.24215645,79.14135765,19,5.4,3.7,6.3,0.379737305,3.2,2.5
Namibia,NAM,2019,8.43033981,63.075,223,30.5,20.1,41.5,12.1,486,19.1
New Caledonia,NCL,2019,,80.41970732,,,,,,9.3,6.6
Niger,NER,2019,5.66642094,62.897,410,62,35,122.2,0.2,84,11
Nigeria,NGA,2019,2.98547053,52.91,1122,74,35.9,116.9,,219,13.6
Nicaragua,NIC,2019,8.56945896,74.054,75,14.4,10.2,16.8,0.3,43,17.8
Netherlands,NLD,2019,10.14,82.11219512,4,3.4,2.6,4,0.2,4.9,2.5
Norway,NOR,2019,10.44,82.95853659,2,1.9,1.4,2.4,,3.3,2.5
Nepal,NPL,2019,4.45,69.558,182,26,19.3,31.3,0.1,238,5.2
Nauru,NRU,2019,11.55542469,63.484,,24.4,18.8,29.2,,169,
New Zealand,NZL,2019,9.49310207,82.05609756,7,4.1,2.7,4.9,0.1,7.2,2.5
OECD members,OED,2019,12.5185744,80.22130909,21,5.968510251,4.026919991,7.014499012,0.320252229,,2.69013833
Oman,OMN,2019,3.80648994,78.002,16,9.3,4.8,10.8,0.1,9.2,5.8
Other small states,OSS,2019,6.210743153,73.45446724,132,25.75895853,15.31315479,31.46982655,3.956338664,,8.185069307
Pakistan,PAK,2019,2.84736943,66.756,179,55.7,41.7,67.3,0.2,263,12.8
Panama,PAN,2019,8.46795654,77.81,51,13.6,8.9,15.8,1,37,4.4
Peru,PER,2019,5.17916393,76.156,72,12.4,8.3,16,0.4,119,6.5
Philippines,PHL,2019,4.17,71.865,81,22.2,14.3,28,0.2,554,5.6
Palau,PLW,2019,13.40278435,,,22.9,12.2,23.2,,39,
Papua New Guinea,PNG,2019,2.3253386,65.474,190,36.4,22.2,45.6,0.9,432,27.3
Poland,POL,2019,6.46,77.90487805,2,3.8,2.7,4.4,0.1,15,2.5
Pre-demographic dividend,PRE,2019,3.907164927,60.67412604,571,54.58169739,28.86376338,80.80001947,2.698392159,,20.70013003
Puerto Rico,PRI,2019,,79.063,21,,,,,1.3,
"Korea, Dem. People's Rep.",PRK,2019,,73.198,106,13.9,9.3,17.3,,513,
Portugal,PRT,2019,9.51,81.67560976,11,2.8,1.9,3.5,0.6,19,2.5
Paraguay,PRY,2019,7.16081905,73.621,70,16.6,10.3,19.4,0.4,46,3.1
West Bank and Gaza,PSE,2019,,75.241,20,13.7,9.9,15.9,,0.53,
Pacific island small states,PSS,2019,5.396123476,69.31686502,87,19.96929873,10.3165568,23.91107294,,,9.734541497
Post-demographic dividend,PST,2019,12.95270459,80.8947718,12,4.103012756,2.798963835,4.874872501,0.307643124,,2.589088788
French Polynesia,PYF,2019,,82.996,,,,,,20,5.8
Qatar,QAT,2019,3.20278597,80.99,7,5.3,3.4,6.2,0.1,35,
Romania,ROU,2019,5.71,75.60731707,10,5.6,3.2,6.8,0.1,65,2.5
Russian Federation,RUS,2019,5.65,73.08390244,7,4.7,2.6,5.8,,50,2.5
Rwanda,RWA,2019,6.34386826,66.437,281,31.2,18.2,42,2.7,57,34.9
South Asia,SAS,2019,2.980573334,70.45829266,155,34.5,25.4,40.9,0.186749179,210,11.86160575
Saudi Arabia,SAU,2019,5.46742678,77.304,18,6.2,3.5,7.3,0.1,11,4.3
Sudan,SDN,2019,4.57422638,65.876,298,40.2,27.4,57.1,0.1,67,10.8
Senegal,SEN,2019,4.49531031,68.526,258,30.9,22.2,41.8,0.4,117,5.6
Singapore,SGP,2019,4.39938164,83.59512195,6,2,1,2.4,,42,
Solomon Islands,SLB,2019,4.32405567,70.382,127,17.2,8.1,20.1,,61,18.4
Sierra Leone,SLE,2019,9.12992668,60.255,435,82.6,32.6,112.2,1.5,295,28.2
El Salvador,SLV,2019,8.80846119,72.559,39,11.3,6.4,13.2,0.5,60,6.9
San Marino,SMR,2019,8.14801598,,,1.5,0.7,1.6,,0,
Somalia,SOM,2019,,57.078,606,73.8,37.1,116.5,,258,53.3
Serbia,SRB,2019,8.66552734,75.93658537,10,4.9,3.6,5.7,0.1,14,2.5
Sub-Saharan Africa (excluding high income),SSA,2019,4.736966747,61.20993279,528,52.23980441,28.15207412,77.13947407,4.193967045,226,19.96966703
South Sudan,SSD,2019,9.03740788,55.912,1245,63.8,39.6,98.8,2.1,227,
Sub-Saharan Africa,SSF,2019,4.737000872,61.21103271,552,52.2,28.1,77.2,4.193967045,226,19.9681299
Small states,SST,2019,6.103834135,72.73497347,118,23.47768691,13.97873507,28.49776982,,,7.974458748
Sao Tome and Principe,STP,2019,5.29584646,68.523,142,13.3,8.2,16.9,0.5,114,16.3
Suriname,SUR,2019,8.70230103,72.242,100,16.3,11.3,18.3,1.5,29,9.1
Slovak Republic,SVK,2019,6.92,77.66585366,5,4.9,3,5.9,0.1,4.5,2.8
Slovenia,SVN,2019,8.5,81.52926829,3,2,1.4,2.4,0.1,5.4,2.5
Sweden,SWE,2019,10.83,83.1097561,5,2.2,1.4,2.6,,5.3,2.5
Eswatini,SWZ,2019,7.15369368,60.549,228,43,24,55.6,28.4,363,11.6
Sint Maarten (Dutch part),SXM,2019,,75.437,,,,,,20,
Seychelles,SYC,2019,4.77020788,74.04634146,3,12.8,9.2,14.8,,14,2.5
Syrian Arab Republic,SYR,2019,,71.822,33,20.4,11,27,0.1,19,26.4
Turks and Caicos Islands,TCA,2019,,75.326,,4.4,3.3,6.4,,11,
Chad,TCD,2019,4.59277868,53.259,1047,69,33.3,113.5,1.2,142,29.7
East Asia & Pacific (IDA & IBRD countries),TEA,2019,5.067336503,76.02748256,64,12.4928984,7.735331575,15.62031667,,,3.631607327
Europe & Central Asia (IDA & IBRD countries),TEC,2019,5.582121162,74.32279005,15,9.889070061,5.952174833,11.42063308,,,2.860979898
Togo,TGO,2019,5.726192,60.901,418,45.6,25,66.5,2,37,18.3
Thailand,THA,2019,3.78911877,78.975,29,7.7,4.9,9,1.2,150,6.4
Tajikistan,TJK,2019,6.95,70.867,16,29.4,14.5,33.5,0.2,83,9.9
Turkmenistan,TKM,2019,5.68183947,69.002,5,37,24,42.8,,45,3.6
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,7.922498703,74.97015074,78,14.64422533,9.706416954,17.18016424,0.478022635,,6.187405979
Timor-Leste,TLS,2019,6.02679253,68.268,224,45.7,23.2,53.9,0.2,498,14.5
Middle East & North Africa (IDA & IBRD countries),TMN,2019,5.447278269,73.04728526,59,19.26256236,12.94623354,23.17639676,0.101795342,,10.94822199
Tonga,TON,2019,4.75078154,70.871,125,10.1,5.2,11.8,,11,
South Asia (IDA & IBRD),TSA,2019,2.980573334,70.45829266,152,34.57431718,25.36165762,40.88673834,0.186749179,,11.86160575
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,4.737000872,61.21103271,528,52.23811387,28.15126176,77.13680196,4.193967045,,19.9681299
Trinidad and Tobago,TTO,2019,6.83128405,74.228,26,15.2,10.8,17,1.1,17,9.1
Tunisia,TUN,2019,6.02461243,75.993,40,12.4,10.2,14.4,0.1,35,2.8
Turkiye,TUR,2019,4.37,77.832,17,9.4,5.6,11,,16,2.5
Tuvalu,TUV,2019,22.41327286,64.278,,19.1,10.1,22.5,,296,
Tanzania,TZA,2019,3.88136053,66.989,262,33.3,21.2,46,4.9,237,23.7
Uganda,UGA,2019,3.79834843,62.991,292,33.2,19.9,45.5,5.5,200,37.3
Ukraine,UKR,2019,7.09,71.82731707,9,7.3,5,8.5,,77,3.7
Upper middle income,UMC,2019,5.71635899,76.02510245,55,11.3,6.9,13.8,,93,3.803777807
Uruguay,URY,2019,9.39027691,77.508,20,6.2,4.8,7.3,0.6,36,2.5
United States,USA,2019,16.66580582,78.78780488,20,5.5,3.7,6.5,0.4,2.9,2.5
Uzbekistan,UZB,2019,5.43,71.344,30,13.9,8.8,15.5,,67,2.5
St. Vincent and the Grenadines,VCT,2019,4.25543451,72.835,65,11.8,7,12.8,,4.2,5.9
"Venezuela, RB",VEN,2019,2.18563724,72.161,177,21.2,15,24.2,0.5,45,23.9
British Virgin Islands,VGB,2019,,75.863,,12.5,7.5,14.2,,2.7,
Virgin Islands (U.S.),VIR,2019,,79.66829268,,,,,,,
Viet Nam,VNM,2019,4.97407484,74.093,50,16.8,10.8,21.1,0.4,176,6
Vanuatu,VUT,2019,3.31453276,69.877,93,16.8,8.4,19.7,,41,7.8
World,WLD,2019,9.808318135,72.93103383,225,29.4,18.2,39.3,0.7,132,7.8
Samoa,WSM,2019,5.63886738,72.157,66,15.9,6.8,20.3,,9.9,4.5
Kosovo,XKX,2019,,79.022,,10.1,8.3,11.2,,,
"Yemen, Rep.",YEM,2019,,65.092,181,35.9,23.1,46.2,0.1,48,38.4
South Africa,ZAF,2019,8.24418926,66.175,118,28.2,11.2,35.6,18.7,615,6.2
Zambia,ZMB,2019,6.75332499,62.793,129,42.2,25.4,62.3,12.2,333,31.2
Zimbabwe,ZWE,2019,3.23280239,61.292,393,36.9,26,52.4,12.6,199,39.4
Aruba,ABW,2020,,75.723,,,,,,1.1,
Africa Eastern and Southern,AFE,2020,5.863513893,63.30979351,347,42.85888817,24.61296899,58.74447415,5.052979512,,25.70828705
Afghanistan,AFG,2020,15.53361416,62.575,620,47.4,37.4,61.6,0.1,183,27.7
Africa Western and Central,AFW,2020,3.859818802,57.18067072,733,62.15986315,31.81295973,97.07333897,,,13.67404898
Angola,AGO,2020,3.22070646,62.261,222,48.4,27.1,71.5,1.6,328,20.5
Albania,ALB,2020,7.51920271,76.989,8,8.4,7.2,9.4,0.1,16,4.4
Andorra,AND,2020,8.78673935,,,2.8,1.5,2.9,,3,
Arab World,ARB,2020,5.75055865,70.79422343,132,25.0142508,16.04813595,32.89916317,0.103582686,,12.66680439
United Arab Emirates,ARE,2020,5.82477045,78.946,9,4.8,3,5.9,0.1,0.75,3.1
Argentina,ARG,2020,10.34701538,75.892,45,8.9,5.9,10,0.4,28,3.4
Armenia,ARM,2020,12.24,72.173,27,10.1,5.9,11.3,0.3,25,2.5
American Samoa,ASM,2020,,,,,,,,6.9,
Antigua and Barbuda,ATG,2020,5.92146206,78.841,21,8.5,5.7,10,,2.5,
Australia,AUS,2020,10.6837368,83.2,3,3.2,2.4,3.8,0.1,7.2,2.5
Austria,AUT,2020,11.39,81.19268293,5,2.8,2.2,3.4,,4.9,2.5
Azerbaijan,AZE,2020,5.85,66.868,41,17.6,9.9,19.7,0.1,58,2.5
Burundi,BDI,2020,10.71837234,61.566,494,38.6,20.8,54.2,1,103,
Belgium,BEL,2020,11.19751263,80.69512195,5,3.2,2.3,3.9,0.2,7.8,2.5
Benin,BEN,2020,2.46970391,60.088,523,56.4,29.6,85.8,0.9,54,10.8
Burkina Faso,BFA,2020,6.50193262,59.731,264,52.5,25.5,84.3,0.6,46,15.1
Bangladesh,BGD,2020,2.27063942,71.968,123,25.7,18.8,31,0.1,221,12.1
Bulgaria,BGR,2020,8.48,73.65853659,7,5.4,3,6.5,0.1,16,2.9
Bahrain,BHR,2020,4.71684837,79.174,16,5.9,2.9,6.9,,15,
"Bahamas, The",BHS,2020,7.64700842,72.677,77,11.5,7.9,13.3,1,9,
Bosnia and Herzegovina,BIH,2020,9.7,76.225,6,5.4,4.5,6.2,,26,2.5
Belarus,BLR,2020,6.41,72.45721951,1,2.2,1,2.9,0.4,28,2.5
Belize,BLZ,2020,5.30974436,72.854,130,10.5,9.1,12.2,1.3,27,4.4
Bermuda,BMU,2020,,81.136,,,,,,5.4,
Bolivia,BOL,2020,8.0225811,64.467,161,21,13.7,25.8,0.4,104,16.9
Brazil,BRA,2020,10.18235016,74.009,72,13,8.8,14.5,0.6,45,3.4
Barbados,BRB,2020,7.37276554,77.393,39,10.7,7.6,11.6,1,2.4,3.5
Brunei Darussalam,BRN,2020,2.39334464,74.795,44,8.6,5.1,9.8,,81,
Bhutan,BTN,2020,4.36274862,71.609,60,21.4,13.8,25.4,0.2,164,
Botswana,BWA,2020,6.1213398,65.647,186,32.7,20.7,41.3,18,237,22.9
Central African Republic,CAF,2020,8.98538017,54.604,835,76.9,32.7,102.4,3.5,540,21.8
Canada,CAN,2020,13.0351181,81.6604878,11,4.5,3.4,5.1,0.2,5.3,2.5
Central Europe and the Baltics,CEB,2020,7.267413857,76.08020663,6,3.984085203,2.565443614,4.73553891,0.122623307,,2.543227819
Switzerland,CHE,2020,11.73206806,83,7,3.5,2.8,4,0.2,4.7,2.5
Channel Islands,CHI,2020,,81.264,,,,,,,
Chile,CHL,2020,9.72726822,79.377,15,5.9,4.5,6.9,0.6,14,2.5
China,CHN,2020,5.59359741,78.077,23,5.5,3.5,7.5,,58,2.5
Cote d'Ivoire,CIV,2020,3.62587261,59.032,480,55.3,29.8,73.8,2.1,132,8.8
